Date,Open,High,Low,Close,Adjusted_close,Volume
2021-10-29|09:00:00,2965.41,2966.00,2965.25,2965.25,2965.25,709.00
2021-11-01|11:00:00,2972.41,2975.41,2971.00,2972.50,2972.50,7645.00
2021-11-01|12:00:00,2970.75,2971.65,2970.75,2971.65,2971.65,521.00
2021-11-01|01:00:00,2970.41,2971.96,2914.46,2917.50,2917.50,239395.00
2021-11-01|02:00:00,2917.73,2924.84,2905.91,2916.21,2916.21,223929.00
2021-11-01|03:00:00,2916.87,2919.85,2907.75,2914.68,2914.68,139396.00
2021-11-01|04:00:00,2914.69,2917.71,2903.69,2907.81,2907.81,103133.00
2021-11-01|05:00:00,2905.81,2913.80,2891.27,2896.86,2896.86,150126.00
2021-11-01|06:00:00,2896.95,2896.96,2880.83,2881.58,2881.58,128317.00
2021-11-01|07:00:00,2880.21,2887.93,2871.59,2874.61,2874.61,380169.00
2021-11-01|08:00:00,2875.48,2878.00,2875.48,2877.16,2877.16,180902.00
2021-11-01|09:00:00,2877.71,2880.50,2877.11,2880.00,2880.00,665.00
2021-11-01|10:00:00,2877.81,2877.81,2877.81,2877.81,2877.81,164.00
2021-11-01|11:00:00,2875.00,2875.00,2875.00,2875.00,2875.00,491.00
2021-11-02|11:00:00,2888.00,2888.00,2888.00,2888.00,2888.00,503.00
2021-11-02|12:00:00,2888.00,2895.13,2888.00,2895.00,2895.00,1198.00
2021-11-02|01:00:00,2895.00,2931.34,2892.82,2927.70,2927.70,221505.00
2021-11-02|02:00:00,2928.69,2938.41,2918.19,2935.41,2935.41,158396.00
2021-11-02|03:00:00,2935.10,2937.47,2912.96,2915.28,2915.28,126317.00
2021-11-02|04:00:00,2915.53,2922.50,2904.95,2919.47,2919.47,98727.00
2021-11-02|05:00:00,2918.72,2924.78,2910.46,2910.91,2910.91,62145.00
2021-11-02|06:00:00,2910.57,2910.93,2898.84,2907.15,2907.15,82066.00
2021-11-02|07:00:00,2907.78,2920.09,2903.23,2917.26,2917.26,166918.00
2021-11-02|08:00:00,2917.26,2917.26,2917.26,2917.26,2917.26,98370.00
2021-11-02|09:00:00,2916.99,2916.99,2916.99,2916.99,2916.99,321.00
2021-11-02|10:00:00,2916.00,2916.00,2916.00,2916.00,2916.00,343.00
2021-11-02|11:00:00,2912.01,2912.01,2912.01,2912.01,2912.01,120.00
2021-11-03|11:00:00,2922.65,2926.00,2922.65,2926.00,2926.00,553.00
2021-11-03|12:00:00,2926.70,2926.70,2924.00,2925.50,2925.50,1303.00
2021-11-03|01:00:00,2925.50,2927.29,2908.04,2916.52,2916.52,125543.00
2021-11-03|02:00:00,2916.99,2919.88,2903.06,2911.96,2911.96,115095.00
2021-11-03|03:00:00,2911.60,2922.36,2908.00,2922.36,2922.36,62249.00
2021-11-03|04:00:00,2922.10,2927.20,2913.42,2914.79,2914.79,63099.00
2021-11-03|05:00:00,2913.93,2914.08,2901.07,2904.00,2904.00,99121.00
2021-11-03|06:00:00,2903.85,2927.00,2903.85,2924.01,2924.01,125522.00
2021-11-03|07:00:00,2925.97,2938.21,2923.33,2936.45,2936.45,159257.00
2021-11-03|08:00:00,2935.80,2938.00,2935.00,2935.00,2935.00,105925.00
2021-11-03|09:00:00,2935.00,2935.00,2935.00,2935.00,2935.00,150.00
2021-11-03|10:00:00,2938.00,2938.00,2938.00,2938.00,2938.00,102.00
2021-11-03|11:00:00,2938.00,2938.00,2938.00,2938.00,2938.00,753.00
2021-11-04|11:00:00,2945.00,2945.70,2944.50,2945.70,2945.70,1403.00
2021-11-04|12:00:00,2947.70,2947.80,2947.70,2947.80,2947.80,609.00
2021-11-04|01:00:00,2945.29,2964.00,2932.70,2957.71,2957.71,152120.00
2021-11-04|02:00:00,2956.82,2999.00,2950.66,2994.53,2994.53,252096.00
2021-11-04|03:00:00,2994.70,2995.61,2964.80,2979.25,2979.25,188667.00
