Date,Open,High,Low,Close,Adjusted_close,Volume
2021-11-09|05:00:00,1694.61,1698.68,1688.13,1695.08,1695.08,45019.00
2021-11-09|06:00:00,1694.75,1704.24,1692.78,1697.64,1697.64,38553.00
2021-11-09|07:00:00,1697.24,1703.50,1695.70,1699.94,1699.94,45547.00
2021-11-09|08:00:00,1699.37,1711.02,1696.63,1710.01,1710.01,146796.00
2021-11-09|09:00:00,1709.98,1709.98,1709.98,1709.98,1709.98,36100.00
2021-11-10|09:00:00,1709.90,1709.90,1709.90,1709.90,1709.90,100.00
2021-11-10|01:00:00,1703.99,1703.99,1700.00,1700.00,1700.00,417.00
2021-11-10|02:00:00,1696.02,1698.35,1670.48,1688.04,1688.04,47872.00
2021-11-10|03:00:00,1684.51,1689.90,1652.00,1657.21,1657.21,46680.00
2021-11-10|04:00:00,1655.04,1659.13,1637.92,1637.92,1637.92,29189.00
2021-11-10|05:00:00,1637.91,1641.93,1620.64,1627.74,1627.74,55850.00
2021-11-10|06:00:00,1625.57,1625.57,1595.09,1595.09,1595.09,77378.00
2021-11-10|07:00:00,1596.20,1602.50,1570.64,1583.27,1583.27,106313.00
2021-11-10|08:00:00,1583.26,1594.42,1579.61,1593.18,1593.18,140929.00
2021-11-10|09:00:00,1592.22,1592.22,1592.22,1592.22,1592.22,28942.00
2021-11-10|10:00:00,1594.00,1594.00,1594.00,1594.00,1594.00,313.00
2021-11-10|11:00:00,1594.00,1594.02,1594.00,1594.02,1594.02,565.00
2021-11-11|12:00:00,1612.87,1612.87,1612.87,1612.87,1612.87,270.00
2021-11-11|01:00:00,1612.99,1613.00,1612.99,1613.00,1613.00,1423.00
2021-11-11|02:00:00,1613.00,1626.67,1607.76,1618.75,1618.75,44892.00
2021-11-11|03:00:00,1620.25,1620.25,1599.90,1607.76,1607.76,37921.00
2021-11-11|04:00:00,1605.04,1605.24,1592.10,1598.00,1598.00,34567.00
2021-11-11|05:00:00,1600.15,1600.15,1584.93,1589.47,1589.47,22934.00
2021-11-11|06:00:00,1588.00,1589.30,1580.00,1582.00,1582.00,25201.00
